DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,RaceName,Country,Round,positions_gained,is_winner,podium,dnf,driver_team_combo
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,3.0,3,6.0,,,,0 days 00:00:12.706000,Finished,15.0,Abu Dhabi Grand Prix,United Arab Emirates,21,3.0,0,1,0,VER_Red Bull Racing
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,4.0,4,5.0,,,,0 days 00:00:15.379000,Finished,12.0,Abu Dhabi Grand Prix,United Arab Emirates,21,1.0,0,0,0,RIC_Red Bull Racing
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,5.0,5,2.0,,,,0 days 00:00:47.957000,Finished,10.0,Abu Dhabi Grand Prix,United Arab Emirates,21,-3.0,0,0,0,BOT_Mercedes
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,6.0,6,11.0,,,,0 days 00:01:12.548000,Finished,8.0,Abu Dhabi Grand Prix,United Arab Emirates,21,5.0,0,0,0,SAI_Renault
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,7.0,7,8.0,,,,0 days 00:01:30.789000,Finished,6.0,Abu Dhabi Grand Prix,United Arab Emirates,21,1.0,0,0,0,LEC_Sauber
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,8.0,8,14.0,,,,0 days 00:01:31.275000,Finished,4.0,Abu Dhabi Grand Prix,United Arab Emirates,21,6.0,0,0,0,PER_Racing Point
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,9.0,9,7.0,,,,,+1 Lap,2.0,Abu Dhabi Grand Prix,United Arab Emirates,21,-2.0,0,0,1,GRO_Haas F1 Team
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,10.0,10,13.0,,,,,+1 Lap,1.0,Abu Dhabi Grand Prix,United Arab Emirates,21,3.0,0,0,1,MAG_Haas F1 Team
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,11.0,11,15.0,,,,,+1 Lap,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,4.0,0,0,1,ALO_McLaren
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,12.0,12,16.0,,,,,+1 Lap,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,4.0,0,0,1,HAR_Toro Rosso
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,13.0,13,20.0,,,,,+1 Lap,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,7.0,0,0,1,STR_Williams
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,14.0,14,18.0,,,,,+1 Lap,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,4.0,0,0,1,VAN_McLaren
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,15.0,15,19.0,,,,,+1 Lap,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,4.0,0,0,1,SIR_Williams
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,16.0,R,17.0,,,,,Engine,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,1.0,0,0,1,GAS_Toro Rosso
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,17.0,R,9.0,,,,,Engine,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,-8.0,0,0,1,OCO_Racing Point
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,18.0,R,12.0,,,,,Power loss,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,-6.0,0,0,1,ERI_Sauber
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,19.0,R,4.0,,,,,Power loss,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,-15.0,0,0,1,RAI_Ferrari
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,20.0,R,10.0,,,,,Collision,0.0,Abu Dhabi Grand Prix,United Arab Emirates,21,-10.0,0,0,1,HUL_Renault
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,1.0,1,2.0,,,,0 days 01:34:18.643000,Finished,25.0,United States Grand Prix,United States,18,1.0,1,1,0,RAI_Ferrari
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,2.0,2,18.0,,,,0 days 00:00:01.281000,Finished,18.0,United States Grand Prix,United States,18,16.0,0,1,0,VER_Red Bull Racing
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,3.0,3,1.0,,,,0 days 00:00:02.342000,Finished,15.0,United States Grand Prix,United States,18,-2.0,0,1,0,HAM_Mercedes
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,5.0,,,,0 days 00:00:18.222000,Finished,12.0,United States Grand Prix,United States,18,1.0,0,0,0,VET_Ferrari
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,5.0,5,3.0,,,,0 days 00:00:24.744000,Finished,10.0,United States Grand Prix,United States,18,-2.0,0,0,0,BOT_Mercedes
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,6.0,6,7.0,,,,0 days 00:01:27.210000,Finished,8.0,United States Grand Prix,United States,18,1.0,0,0,0,HUL_Renault
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,7.0,7,11.0,,,,0 days 00:01:34.994000,Finished,6.0,United States Grand Prix,United States,18,4.0,0,0,0,SAI_Renault
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,8.0,8,10.0,,,,0 days 00:01:41.080000,Finished,4.0,United States Grand Prix,United States,18,2.0,0,0,0,PER_Racing Point
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,9.0,9,20.0,,,,,+1 Lap,2.0,United States Grand Prix,United States,18,11.0,0,0,1,HAR_Toro Rosso
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,10.0,10,16.0,,,,,+1 Lap,1.0,United States Grand Prix,United States,18,6.0,0,0,1,ERI_Sauber
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,11.0,11,17.0,,,,,+1 Lap,0.0,United States Grand Prix,United States,18,6.0,0,0,1,VAN_McLaren
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,12.0,12,19.0,,,,,+1 Lap,0.0,United States Grand Prix,United States,18,7.0,0,0,1,GAS_Toro Rosso
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,13.0,13,14.0,,,,,+1 Lap,0.0,United States Grand Prix,United States,18,1.0,0,0,1,SIR_Williams
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,14,15.0,,,,,+2 Laps,0.0,United States Grand Prix,United States,18,1.0,0,0,1,STR_Williams
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,15.0,R,9.0,,,,,Collision damage,0.0,United States Grand Prix,United States,18,-6.0,0,0,1,LEC_Sauber
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,16.0,R,4.0,,,,,Battery,0.0,United States Grand Prix,United States,18,-12.0,0,0,1,RIC_Red Bull Racing
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,17.0,R,8.0,,,,,Collision damage,0.0,United States Grand Prix,United States,18,-9.0,0,0,1,GRO_Haas F1 Team
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,R,13.0,,,,,Collision,0.0,United States Grand Prix,United States,18,-5.0,0,0,1,ALO_McLaren
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,19.0,D,6.0,,,,,Disqualified,0.0,United States Grand Prix,United States,18,-13.0,0,0,1,OCO_Racing Point
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,20.0,D,12.0,,,,,Disqualified,0.0,United States Grand Prix,United States,18,-8.0,0,0,1,MAG_Haas F1 Team
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,1.0,1,1.0,,,,0 days 01:32:01.940000,Finished,25.0,Bahrain Grand Prix,Bahrain,2,0.0,1,1,0,VET_Ferrari
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,2,3.0,,,,0 days 00:00:00.699000,Finished,18.0,Bahrain Grand Prix,Bahrain,2,1.0,0,1,0,BOT_Mercedes
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,3.0,3,9.0,,,,0 days 00:00:06.512000,Finished,15.0,Bahrain Grand Prix,Bahrain,2,6.0,0,1,0,HAM_Mercedes
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,4.0,4,5.0,,,,0 days 00:01:02.234000,Finished,12.0,Bahrain Grand Prix,Bahrain,2,1.0,0,0,0,GAS_Toro Rosso
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,5.0,5,6.0,,,,0 days 00:01:15.046000,Finished,10.0,Bahrain Grand Prix,Bahrain,2,1.0,0,0,0,MAG_Haas F1 Team
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,6.0,6,7.0,,,,0 days 00:01:39.024000,Finished,8.0,Bahrain Grand Prix,Bahrain,2,1.0,0,0,0,HUL_Renault
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,7.0,7,13.0,,,,,+1 Lap,6.0,Bahrain Grand Prix,Bahrain,2,6.0,0,0,1,ALO_McLaren
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,8.0,8,14.0,,,,,+1 Lap,4.0,Bahrain Grand Prix,Bahrain,2,6.0,0,0,1,VAN_McLaren
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,9.0,9,17.0,,,,,+1 Lap,2.0,Bahrain Grand Prix,Bahrain,2,8.0,0,0,1,ERI_Sauber
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,10.0,10,8.0,,,,,+1 Lap,1.0,Bahrain Grand Prix,Bahrain,2,-2.0,0,0,1,OCO_Force India
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,11.0,11,10.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,-1.0,0,0,1,SAI_Renault
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,12.0,12,19.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,7.0,0,0,1,LEC_Sauber
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,13.0,13,16.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,3.0,0,0,1,GRO_Haas F1 Team
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,14,20.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,6.0,0,0,1,STR_Williams
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,15.0,15,18.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,3.0,0,0,1,SIR_Williams
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,16.0,16,12.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,-4.0,0,0,1,PER_Force India
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,17.0,17,11.0,,,,,+1 Lap,0.0,Bahrain Grand Prix,Bahrain,2,-6.0,0,0,1,HAR_Toro Rosso
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,18.0,R,2.0,,,,,Wheel,0.0,Bahrain Grand Prix,Bahrain,2,-16.0,0,0,1,RAI_Ferrari
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,19.0,R,15.0,,,,,Puncture,0.0,Bahrain Grand Prix,Bahrain,2,-4.0,0,0,1,VER_Red Bull Racing
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,20.0,R,4.0,,,,,Electrical,0.0,Bahrain Grand Prix,Bahrain,2,-16.0,0,0,1,RIC_Red Bull Racing
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,1.0,1,2.0,,,,0 days 01:38:28.851000,Finished,25.0,Mexican Grand Prix,Mexico,19,1.0,1,1,0,VER_Red Bull Racing
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,2,4.0,,,,0 days 00:00:17.316000,Finished,18.0,Mexican Grand Prix,Mexico,19,2.0,0,1,0,VET_Ferrari
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,3,6.0,,,,0 days 00:00:49.914000,Finished,15.0,Mexican Grand Prix,Mexico,19,3.0,0,1,0,RAI_Ferrari
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,4.0,4,3.0,,,,0 days 00:01:18.738000,Finished,12.0,Mexican Grand Prix,Mexico,19,-1.0,0,0,0,HAM_Mercedes
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,5.0,5,5.0,,,,,+1 Lap,10.0,Mexican Grand Prix,Mexico,19,0.0,0,0,1,BOT_Mercedes
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,6.0,6,7.0,,,,,+2 Laps,8.0,Mexican Grand Prix,Mexico,19,1.0,0,0,1,HUL_Renault
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,7.0,7,9.0,,,,,+2 Laps,6.0,Mexican Grand Prix,Mexico,19,2.0,0,0,1,LEC_Sauber
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,8.0,8,15.0,,,,,+2 Laps,4.0,Mexican Grand Prix,Mexico,19,7.0,0,0,1,VAN_McLaren
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,9.0,9,10.0,,,,,+2 Laps,2.0,Mexican Grand Prix,Mexico,19,1.0,0,0,1,ERI_Sauber
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,10.0,10,20.0,,,,,+2 Laps,1.0,Mexican Grand Prix,Mexico,19,10.0,0,0,1,GAS_Toro Rosso
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,11.0,11,11.0,,,,,+2 Laps,0.0,Mexican Grand Prix,Mexico,19,0.0,0,0,1,OCO_Racing Point
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,12.0,12,17.0,,,,,+2 Laps,0.0,Mexican Grand Prix,Mexico,19,5.0,0,0,1,STR_Williams
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,13.0,13,19.0,,,,,+2 Laps,0.0,Mexican Grand Prix,Mexico,19,6.0,0,0,1,SIR_Williams
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,14.0,14,14.0,,,,,+2 Laps,0.0,Mexican Grand Prix,Mexico,19,0.0,0,0,1,HAR_Toro Rosso
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,15.0,15,16.0,,,,,+2 Laps,0.0,Mexican Grand Prix,Mexico,19,1.0,0,0,1,MAG_Haas F1 Team
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,16.0,16,18.0,,,,,+3 Laps,0.0,Mexican Grand Prix,Mexico,19,2.0,0,0,1,GRO_Haas F1 Team
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,17.0,R,1.0,,,,,Engine,0.0,Mexican Grand Prix,Mexico,19,-16.0,0,0,1,RIC_Red Bull Racing
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,18.0,R,13.0,,,,,Brakes,0.0,Mexican Grand Prix,Mexico,19,-5.0,0,0,1,PER_Racing Point
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,19.0,R,8.0,,,,,Suspension,0.0,Mexican Grand Prix,Mexico,19,-11.0,0,0,1,SAI_Renault
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,20.0,R,12.0,,,,,Engine,0.0,Mexican Grand Prix,Mexico,19,-8.0,0,0,1,ALO_McLaren
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,1.0,,,,0 days 01:27:17.062000,Finished,25.0,Japanese Grand Prix,Japan,17,0.0,1,1,0,HAM_Mercedes
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,2,2.0,,,,0 days 00:00:12.919000,Finished,18.0,Japanese Grand Prix,Japan,17,0.0,0,1,0,BOT_Mercedes
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,3.0,3,3.0,,,,0 days 00:00:14.295000,Finished,15.0,Japanese Grand Prix,Japan,17,0.0,0,1,0,VER_Red Bull Racing
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,4.0,4,15.0,,,,0 days 00:00:19.495000,Finished,12.0,Japanese Grand Prix,Japan,17,11.0,0,0,0,RIC_Red Bull Racing
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,5.0,5,4.0,,,,0 days 00:00:50.998000,Finished,10.0,Japanese Grand Prix,Japan,17,-1.0,0,0,0,RAI_Ferrari
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,6.0,6,8.0,,,,0 days 00:01:09.873000,Finished,8.0,Japanese Grand Prix,Japan,17,2.0,0,0,0,VET_Ferrari
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,7.0,7,9.0,,,,0 days 00:01:19.379000,Finished,6.0,Japanese Grand Prix,Japan,17,2.0,0,0,0,PER_Racing Point
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,8.0,8,5.0,,,,0 days 00:01:27.198000,Finished,4.0,Japanese Grand Prix,Japan,17,-3.0,0,0,0,GRO_Haas F1 Team
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,9.0,9,11.0,,,,0 days 00:01:28.055000,Finished,2.0,Japanese Grand Prix,Japan,17,2.0,0,0,0,OCO_Racing Point
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,10.0,10,13.0,,,,,+1 Lap,1.0,Japanese Grand Prix,Japan,17,3.0,0,0,1,SAI_Renault
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,11.0,11,7.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,-4.0,0,0,1,GAS_Toro Rosso
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,12.0,12,20.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,8.0,0,0,1,ERI_Sauber
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,13.0,13,6.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,-7.0,0,0,1,HAR_Toro Rosso
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,14.0,14,18.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,4.0,0,0,1,ALO_McLaren
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,15.0,15,19.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,4.0,0,0,1,VAN_McLaren
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,16.0,16,17.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,1.0,0,0,1,SIR_Williams
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,17.0,17,14.0,,,,,+1 Lap,0.0,Japanese Grand Prix,Japan,17,-3.0,0,0,1,STR_Williams
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,18.0,R,10.0,,,,,Mechanical,0.0,Japanese Grand Prix,Japan,17,-8.0,0,0,1,LEC_Sauber
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,19.0,R,16.0,,,,,Engine,0.0,Japanese Grand Prix,Japan,17,-3.0,0,0,1,HUL_Renault
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,20.0,R,12.0,,,,,Collision damage,0.0,Japanese Grand Prix,Japan,17,-8.0,0,0,1,MAG_Haas F1 Team
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,2.0,,,,0 days 01:43:44.291000,Finished,25.0,Azerbaijan Grand Prix,Azerbaijan,4,1.0,1,1,0,HAM_Mercedes
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,2.0,2,6.0,,,,0 days 00:00:02.460000,Finished,18.0,Azerbaijan Grand Prix,Azerbaijan,4,4.0,0,1,0,RAI_Ferrari
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,3.0,3,8.0,,,,0 days 00:00:04.024000,Finished,15.0,Azerbaijan Grand Prix,Azerbaijan,4,5.0,0,1,0,PER_Force India
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,1.0,,,,0 days 00:00:05.329000,Finished,12.0,Azerbaijan Grand Prix,Azerbaijan,4,-3.0,0,0,0,VET_Ferrari
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,5.0,5,9.0,,,,0 days 00:00:07.515000,Finished,10.0,Azerbaijan Grand Prix,Azerbaijan,4,4.0,0,0,0,SAI_Renault
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,6.0,6,13.0,,,,0 days 00:00:09.158000,Finished,8.0,Azerbaijan Grand Prix,Azerbaijan,4,7.0,0,0,0,LEC_Sauber
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,7.0,7,12.0,,,,0 days 00:00:10.931000,Finished,6.0,Azerbaijan Grand Prix,Azerbaijan,4,5.0,0,0,0,ALO_McLaren
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,8.0,8,10.0,,,,0 days 00:00:12.546000,Finished,4.0,Azerbaijan Grand Prix,Azerbaijan,4,2.0,0,0,0,STR_Williams
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,9.0,9,16.0,,,,0 days 00:00:14.152000,Finished,2.0,Azerbaijan Grand Prix,Azerbaijan,4,7.0,0,0,0,VAN_McLaren
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,10.0,10,19.0,,,,0 days 00:00:18.030000,Finished,1.0,Azerbaijan Grand Prix,Azerbaijan,4,9.0,0,0,0,HAR_Toro Rosso
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,11.0,11,18.0,,,,0 days 00:00:18.512000,Finished,0.0,Azerbaijan Grand Prix,Azerbaijan,4,7.0,0,0,0,ERI_Sauber
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,12.0,12,17.0,,,,0 days 00:00:24.720000,Finished,0.0,Azerbaijan Grand Prix,Azerbaijan,4,5.0,0,0,0,GAS_Toro Rosso
